layout,alpha,beta,episode,outcome,died,goal
gauntlet,4.0,0.0,2,lava,1,0
gauntlet,4.0,0.0,3,goal,0,1
gauntlet,4.0,0.0,4,goal,0,1
gauntlet,4.0,0.0,5,goal,0,1
gauntlet,4.0,0.0,6,goal,0,1
gauntlet,4.0,0.0,7,goal,0,1
gauntlet,4.0,0.0,8,goal,0,1
gauntlet,4.0,0.0,9,lava,1,0
gauntlet,4.0,0.0,10,lava,1,0
gauntlet,4.0,0.0,11,goal,0,1
gauntlet,4.0,0.0,12,goal,0,1
gauntlet,4.0,0.0,13,goal,0,1
gauntlet,4.0,0.0,14,lava,1,0
gauntlet,4.0,0.0,15,goal,0,1
gauntlet,4.0,0.0,16,goal,0,1
gauntlet,4.0,0.0,17,goal,0,1
gauntlet,4.0,0.0,18,goal,0,1
gauntlet,4.0,0.0,19,goal,0,1
gauntlet,4.0,0.0,20,goal,0,1
gauntlet,4.0,0.0,21,goal,0,1
gauntlet,4.0,0.0,22,lava,1,0
gauntlet,4.0,0.0,23,goal,0,1
gauntlet,4.0,0.0,24,goal,0,1
gauntlet,4.0,0.0,25,lava,1,0
gauntlet,4.0,0.0,26,goal,0,1
gauntlet,4.0,0.0,27,goal,0,1
gauntlet,4.0,0.0,28,goal,0,1
gauntlet,4.0,0.0,29,goal,0,1
gauntlet,4.0,0.0,30,lava,1,0
gauntlet,4.0,0.0,31,goal,0,1
gauntlet,4.0,0.0,32,goal,0,1
gauntlet,4.0,0.0,33,goal,0,1
gauntlet,4.0,0.0,34,goal,0,1
gauntlet,4.0,0.0,35,goal,0,1
gauntlet,4.0,0.0,36,lava,1,0
gauntlet,4.0,0.0,37,lava,1,0
gauntlet,4.0,0.0,38,goal,0,1
gauntlet,4.0,0.0,39,goal,0,1
gauntlet,4.0,0.0,40,lava,1,0
gauntlet,4.0,0.0,41,lava,1,0
gauntlet,4.0,0.0,42,lava,1,0
gauntlet,4.0,0.0,43,goal,0,1
gauntlet,4.0,0.0,44,lava,1,0
gauntlet,4.0,0.0,45,lava,1,0
gauntlet,4.0,0.0,46,lava,1,0
gauntlet,4.0,0.0,47,goal,0,1
gauntlet,4.0,0.0,48,goal,0,1
gauntlet,4.0,0.0,49,goal,0,1
gauntlet,4.0,0.0,50,lava,1,0
gauntlet,4.0,0.0,51,goal,0,1
gauntlet,4.0,0.0,52,lava,1,0
gauntlet,4.0,0.0,53,goal,0,1
gauntlet,4.0,0.0,54,lava,1,0
gauntlet,4.0,0.0,55,goal,0,1
gauntlet,4.0,0.0,56,goal,0,1
gauntlet,4.0,0.0,57,goal,0,1
gauntlet,4.0,0.0,58,goal,0,1
gauntlet,4.0,0.0,59,goal,0,1
gauntlet,4.0,0.5,0,lava,1,0
gauntlet,4.0,0.5,1,goal,0,1
gauntlet,4.0,0.5,2,goal,0,1
gauntlet,4.0,0.5,3,goal,0,1
gauntlet,4.0,0.5,4,lava,1,0
gauntlet,4.0,0.5,5,goal,0,1
gauntlet,4.0,0.5,6,lava,1,0
gauntlet,4.0,0.5,7,goal,0,1
gauntlet,4.0,0.5,8,goal,0,1
gauntlet,4.0,0.5,9,goal,0,1
gauntlet,4.0,0.5,10,lava,1,0
gauntlet,4.0,0.5,11,lava,1,0
gauntlet,4.0,0.5,12,goal,0,1
gauntlet,4.0,0.5,13,goal,0,1
gauntlet,4.0,0.5,14,lava,1,0
gauntlet,4.0,0.5,15,lava,1,0
gauntlet,4.0,0.5,16,goal,0,1
gauntlet,4.0,0.5,17,goal,0,1
gauntlet,4.0,0.5,18,goal,0,1
gauntlet,4.0,0.5,19,goal,0,1
gauntlet,4.0,0.5,20,goal,0,1
gauntlet,4.0,0.5,21,goal,0,1
gauntlet,4.0,0.5,22,goal,0,1
gauntlet,4.0,0.5,23,lava,1,0
gauntlet,4.0,0.5,24,goal,0,1
gauntlet,4.0,0.5,25,goal,0,1
gauntlet,4.0,0.5,26,goal,0,1
gauntlet,4.0,0.5,27,goal,0,1
gauntlet,4.0,0.5,28,goal,0,1
gauntlet,4.0,0.5,29,goal,0,1
gauntlet,4.0,0.5,30,lava,1,0
gauntlet,4.0,0.5,31,goal,0,1
gauntlet,4.0,0.5,32,goal,0,1
gauntlet,4.0,0.5,33,goal,0,1
gauntlet,4.0,0.5,34,lava,1,0
gauntlet,4.0,0.5,35,goal,0,1
gauntlet,4.0,0.5,36,goal,0,1
gauntlet,4.0,0.5,37,goal,0,1
gauntlet,4.0,0.5,38,goal,0,1
gauntlet,4.0,0.5,39,goal,0,1
gauntlet,4.0,0.5,40,goal,0,1
gauntlet,4.0,0.5,41,lava,1,0
gauntlet,4.0,0.5,42,goal,0,1
gauntlet,4.0,0.5,43,goal,0,1
gauntlet,4.0,0.5,44,goal,0,1
gauntlet,4.0,0.5,45,lava,1,0
gauntlet,4.0,0.5,46,lava,1,0
gauntlet,4.0,0.5,47,lava,1,0
gauntlet,4.0,0.5,48,goal,0,1
gauntlet,4.0,0.5,49,lava,1,0
gauntlet,4.0,0.5,50,goal,0,1
gauntlet,4.0,0.5,51,lava,1,0
gauntlet,4.0,0.5,52,goal,0,1
gauntlet,4.0,0.5,53,goal,0,1
gauntlet,4.0,0.5,54,goal,0,1
gauntlet,4.0,0.5,55,lava,1,0
gauntlet,4.0,0.5,56,goal,0,1
gauntlet,4.0,0.5,57,goal,0,1
gauntlet,4.0,0.5,58,lava,1,0
gauntlet,4.0,0.5,59,goal,0,1
gauntlet,4.0,1.0,0,lava,1,0
gauntlet,4.0,1.0,1,goal,0,1
gauntlet,4.0,1.0,2,lava,1,0
gauntlet,4.0,1.0,3,lava,1,0
gauntlet,4.0,1.0,4,goal,0,1
gauntlet,4.0,1.0,5,goal,0,1
gauntlet,4.0,1.0,6,goal,0,1
gauntlet,4.0,1.0,7,goal,0,1
gauntlet,4.0,1.0,8,goal,0,1
gauntlet,4.0,1.0,9,goal,0,1
gauntlet,4.0,1.0,10,goal,0,1
gauntlet,4.0,1.0,11,goal,0,1
gauntlet,4.0,1.0,12,lava,1,0
gauntlet,4.0,1.0,13,lava,1,0
gauntlet,4.0,1.0,14,goal,0,1
gauntlet,4.0,1.0,15,goal,0,1
gauntlet,4.0,1.0,16,lava,1,0
gauntlet,4.0,1.0,17,lava,1,0
gauntlet,4.0,1.0,18,goal,0,1
gauntlet,4.0,1.0,19,goal,0,1
gauntlet,4.0,1.0,20,goal,0,1
gauntlet,4.0,1.0,21,lava,1,0
gauntlet,4.0,1.0,22,goal,0,1
gauntlet,4.0,1.0,23,lava,1,0
gauntlet,4.0,1.0,24,goal,0,1
gauntlet,4.0,1.0,25,goal,0,1
gauntlet,4.0,1.0,26,lava,1,0
gauntlet,4.0,1.0,27,goal,0,1
gauntlet,4.0,1.0,28,lava,1,0
gauntlet,4.0,1.0,29,goal,0,1
gauntlet,4.0,1.0,30,lava,1,0
gauntlet,4.0,1.0,31,goal,0,1
gauntlet,4.0,1.0,32,goal,0,1
gauntlet,4.0,1.0,33,goal,0,1
gauntlet,4.0,1.0,34,goal,0,1
gauntlet,4.0,1.0,35,goal,0,1
gauntlet,4.0,1.0,36,lava,1,0
gauntlet,4.0,1.0,37,lava,1,0
gauntlet,4.0,1.0,38,goal,0,1
gauntlet,4.0,1.0,39,goal,0,1
gauntlet,4.0,1.0,40,goal,0,1
gauntlet,4.0,1.0,41,goal,0,1
gauntlet,4.0,1.0,42,goal,0,1
gauntlet,4.0,1.0,43,goal,0,1
gauntlet,4.0,1.0,44,goal,0,1
gauntlet,4.0,1.0,45,lava,1,0
gauntlet,4.0,1.0,46,goal,0,1
gauntlet,4.0,1.0,47,lava,1,0
gauntlet,4.0,1.0,48,goal,0,1
gauntlet,4.0,1.0,49,goal,0,1
gauntlet,4.0,1.0,50,goal,0,1
gauntlet,4.0,1.0,51,lava,1,0
gauntlet,4.0,1.0,52,goal,0,1
gauntlet,4.0,1.0,53,goal,0,1
gauntlet,4.0,1.0,54,goal,0,1
gauntlet,4.0,1.0,55,goal,0,1
gauntlet,4.0,1.0,56,goal,0,1
gauntlet,4.0,1.0,57,lava,1,0
gauntlet,4.0,1.0,58,goal,0,1
gauntlet,4.0,1.0,59,goal,0,1
gauntlet,4.0,2.0,0,lava,1,0
gauntlet,4.0,2.0,1,goal,0,1
gauntlet,4.0,2.0,2,goal,0,1
gauntlet,4.0,2.0,3,goal,0,1
gauntlet,4.0,2.0,4,goal,0,1
gauntlet,4.0,2.0,5,goal,0,1
gauntlet,4.0,2.0,6,goal,0,1
gauntlet,4.0,2.0,7,lava,1,0
gauntlet,4.0,2.0,8,goal,0,1
gauntlet,4.0,2.0,9,goal,0,1
gauntlet,4.0,2.0,10,goal,0,1
gauntlet,4.0,2.0,11,lava,1,0
gauntlet,4.0,2.0,12,goal,0,1
gauntlet,4.0,2.0,13,goal,0,1
gauntlet,4.0,2.0,14,goal,0,1
gauntlet,4.0,2.0,15,goal,0,1
gauntlet,4.0,2.0,16,lava,1,0
gauntlet,4.0,2.0,17,lava,1,0
gauntlet,4.0,2.0,18,goal,0,1
gauntlet,4.0,2.0,19,goal,0,1
gauntlet,4.0,2.0,20,lava,1,0
gauntlet,4.0,2.0,21,lava,1,0
gauntlet,4.0,2.0,22,goal,0,1
gauntlet,4.0,2.0,23,goal,0,1
gauntlet,4.0,2.0,24,goal,0,1
gauntlet,4.0,2.0,25,goal,0,1
gauntlet,4.0,2.0,26,lava,1,0
gauntlet,4.0,2.0,27,lava,1,0
gauntlet,4.0,2.0,28,lava,1,0
gauntlet,4.0,2.0,29,lava,1,0
gauntlet,4.0,2.0,30,goal,0,1
gauntlet,4.0,2.0,31,goal,0,1
gauntlet,4.0,2.0,32,lava,1,0
gauntlet,4.0,2.0,33,goal,0,1
gauntlet,4.0,2.0,34,goal,0,1
gauntlet,4.0,2.0,35,goal,0,1
gauntlet,4.0,2.0,36,goal,0,1
gauntlet,4.0,2.0,37,goal,0,1
gauntlet,4.0,2.0,38,goal,0,1
gauntlet,4.0,2.0,39,goal,0,1
gauntlet,4.0,2.0,40,goal,0,1
gauntlet,4.0,2.0,41,lava,1,0
gauntlet,4.0,2.0,42,goal,0,1
gauntlet,4.0,2.0,43,goal,0,1
gauntlet,4.0,2.0,44,goal,0,1
gauntlet,4.0,2.0,45,lava,1,0
gauntlet,4.0,2.0,46,lava,1,0
gauntlet,4.0,2.0,47,goal,0,1
gauntlet,4.0,2.0,48,goal,0,1
gauntlet,4.0,2.0,49,goal,0,1
gauntlet,4.0,2.0,50,goal,0,1
gauntlet,4.0,2.0,51,goal,0,1
gauntlet,4.0,2.0,52,goal,0,1
gauntlet,4.0,2.0,53,goal,0,1
gauntlet,4.0,2.0,54,goal,0,1
gauntlet,4.0,2.0,55,lava,1,0
gauntlet,4.0,2.0,56,goal,0,1
gauntlet,4.0,2.0,57,goal,0,1
gauntlet,4.0,2.0,58,goal,0,1
gauntlet,4.0,2.0,59,goal,0,1
lake,0.0,0.0,0,lava,1,0
lake,0.0,0.0,1,timeout,0,0
lake,0.0,0.0,2,lava,1,0
lake,0.0,0.0,3,lava,1,0
lake,0.0,0.0,4,lava,1,0
lake,0.0,0.0,5,lava,1,0
lake,0.0,0.0,6,timeout,0,0
lake,0.0,0.0,7,lava,1,0
lake,0.0,0.0,8,timeout,0,0
lake,0.0,0.0,9,lava,1,0
lake,0.0,0.0,10,lava,1,0
lake,0.0,0.0,11,lava,1,0
lake,0.0,0.0,12,timeout,0,0
lake,0.0,0.0,13,lava,1,0
lake,0.0,0.0,14,timeout,0,0
lake,0.0,0.0,15,lava,1,0
lake,0.0,0.0,16,lava,1,0
lake,0.0,0.0,17,lava,1,0
lake,0.0,0.0,18,timeout,0,0
lake,0.0,0.0,19,timeout,0,0
lake,0.0,0.0,20,lava,1,0
lake,0.0,0.0,21,timeout,0,0
lake,0.0,0.0,22,lava,1,0
lake,0.0,0.0,23,lava,1,0
lake,0.0,0.0,24,lava,1,0
lake,0.0,0.0,25,lava,1,0
lake,0.0,0.0,26,timeout,0,0
lake,0.0,0.0,27,lava,1,0
lake,0.0,0.0,28,timeout,0,0
lake,0.0,0.0,29,lava,1,0
lake,0.0,0.0,30,lava,1,0
lake,0.0,0.0,31,lava,1,0
lake,0.0,0.0,32,lava,1,0
lake,0.0,0.0,33,lava,1,0
lake,0.0,0.0,34,lava,1,0
lake,0.0,0.0,35,lava,1,0
lake,0.0,0.0,36,timeout,0,0
lake,0.0,0.0,37,lava,1,0
lake,0.0,0.0,38,timeout,0,0
lake,0.0,0.0,39,timeout,0,0
lake,0.0,0.0,40,lava,1,0
lake,0.0,0.0,41,lava,1,0
lake,0.0,0.0,42,lava,1,0
lake,0.0,0.0,43,lava,1,0
lake,0.0,0.0,44,lava,1,0
lake,0.0,0.0,45,lava,1,0
lake,0.0,0.0,46,timeout,0,0
lake,0.0,0.0,47,lava,1,0
lake,0.0,0.0,48,lava,1,0
lake,0.0,0.0,49,lava,1,0
lake,0.0,0.0,50,timeout,0,0
lake,0.0,0.0,51,lava,1,0
lake,0.0,0.0,52,lava,1,0
lake,0.0,0.0,53,timeout,0,0
lake,0.0,0.0,54,lava,1,0
lake,0.0,0.0,55,timeout,0,0
lake,0.0,0.0,56,lava,1,0
lake,0.0,0.0,57,lava,1,0
lake,0.0,0.0,58,lava,1,0
lake,0.0,0.0,59,lava,1,0
lake,0.0,0.5,0,timeout,0,0
lake,0.0,0.5,1,timeout,0,0
lake,0.0,0.5,2,timeout,0,0
lake,0.0,0.5,3,timeout,0,0
lake,0.0,0.5,4,timeout,0,0
lake,0.0,0.5,5,timeout,0,0
lake,0.0,0.5,6,timeout,0,0
lake,0.0,0.5,7,timeout,0,0
lake,0.0,0.5,8,timeout,0,0
lake,0.0,0.5,9,timeout,0,0
lake,0.0,0.5,10,timeout,0,0
lake,0.0,0.5,11,timeout,0,0
lake,0.0,0.5,12,timeout,0,0
lake,0.0,0.5,13,timeout,0,0
lake,0.0,0.5,14,timeout,0,0
lake,0.0,0.5,15,timeout,0,0
lake,0.0,0.5,16,timeout,0,0
lake,0.0,0.5,17,timeout,0,0
lake,0.0,0.5,18,timeout,0,0
lake,0.0,0.5,19,timeout,0,0
lake,0.0,0.5,20,timeout,0,0
lake,0.0,0.5,21,timeout,0,0
lake,0.0,0.5,22,timeout,0,0
lake,0.0,0.5,23,timeout,0,0
lake,0.0,0.5,24,timeout,0,0
lake,0.0,0.5,25,timeout,0,0
lake,0.0,0.5,26,timeout,0,0
lake,0.0,0.5,27,timeout,0,0
lake,0.0,0.5,28,timeout,0,0
lake,0.0,0.5,29,timeout,0,0
lake,0.0,0.5,30,timeout,0,0
lake,0.0,0.5,31,timeout,0,0
lake,0.0,0.5,32,timeout,0,0
lake,0.0,0.5,33,timeout,0,0
lake,0.0,0.5,34,timeout,0,0
lake,0.0,0.5,35,timeout,0,0
lake,0.0,0.5,36,timeout,0,0
lake,0.0,0.5,37,timeout,0,0
lake,0.0,0.5,38,timeout,0,0
lake,0.0,0.5,39,timeout,0,0
lake,0.0,0.5,40,timeout,0,0
lake,0.0,0.5,41,timeout,0,0
lake,0.0,0.5,42,timeout,0,0
lake,0.0,0.5,43,timeout,0,0
lake,0.0,0.5,44,timeout,0,0
lake,0.0,0.5,45,timeout,0,0
lake,0.0,0.5,46,timeout,0,0
lake,0.0,0.5,47,timeout,0,0
lake,0.0,0.5,48,timeout,0,0
lake,0.0,0.5,49,timeout,0,0
lake,0.0,0.5,50,timeout,0,0
lake,0.0,0.5,51,timeout,0,0
lake,0.0,0.5,52,timeout,0,0
lake,0.0,0.5,53,timeout,0,0
lake,0.0,0.5,54,timeout,0,0
lake,0.0,0.5,55,timeout,0,0
lake,0.0,0.5,56,timeout,0,0
lake,0.0,0.5,57,timeout,0,0
lake,0.0,0.5,58,timeout,0,0
lake,0.0,0.5,59,timeout,0,0
lake,0.0,1.0,0,timeout,0,0
lake,0.0,1.0,1,timeout,0,0
lake,0.0,1.0,2,timeout,0,0
lake,0.0,1.0,3,timeout,0,0
lake,0.0,1.0,4,timeout,0,0
lake,0.0,1.0,5,timeout,0,0
lake,0.0,1.0,6,timeout,0,0
lake,0.0,1.0,7,timeout,0,0
lake,0.0,1.0,8,timeout,0,0
lake,0.0,1.0,9,timeout,0,0
lake,0.0,1.0,10,timeout,0,0
lake,0.0,1.0,11,timeout,0,0
lake,0.0,1.0,12,timeout,0,0
lake,0.0,1.0,13,timeout,0,0
lake,0.0,1.0,14,timeout,0,0
lake,0.0,1.0,15,timeout,0,0
lake,0.0,1.0,16,timeout,0,0
lake,0.0,1.0,17,timeout,0,0
lake,0.0,1.0,18,timeout,0,0
lake,0.0,1.0,19,timeout,0,0
lake,0.0,1.0,20,timeout,0,0
lake,0.0,1.0,21,timeout,0,0
lake,0.0,1.0,22,timeout,0,0
lake,0.0,1.0,23,timeout,0,0
lake,0.0,1.0,24,timeout,0,0
lake,0.0,1.0,25,timeout,0,0
lake,0.0,1.0,26,timeout,0,0
lake,0.0,1.0,27,timeout,0,0
lake,0.0,1.0,28,timeout,0,0
lake,0.0,1.0,29,timeout,0,0
lake,0.0,1.0,30,timeout,0,0
lake,0.0,1.0,31,timeout,0,0
lake,0.0,1.0,32,timeout,0,0
lake,0.0,1.0,33,timeout,0,0
lake,0.0,1.0,34,timeout,0,0
lake,0.0,1.0,35,timeout,0,0
lake,0.0,1.0,36,timeout,0,0
lake,0.0,1.0,37,timeout,0,0
lake,0.0,1.0,38,timeout,0,0
lake,0.0,1.0,39,timeout,0,0
lake,0.0,1.0,40,timeout,0,0
lake,0.0,1.0,41,timeout,0,0
lake,0.0,1.0,42,timeout,0,0
lake,0.0,1.0,43,timeout,0,0
lake,0.0,1.0,44,timeout,0,0
lake,0.0,1.0,45,timeout,0,0
lake,0.0,1.0,46,timeout,0,0
lake,0.0,1.0,47,timeout,0,0
lake,0.0,1.0,48,timeout,0,0
lake,0.0,1.0,49,timeout,0,0
lake,0.0,1.0,50,timeout,0,0
lake,0.0,1.0,51,timeout,0,0
lake,0.0,1.0,52,timeout,0,0
lake,0.0,1.0,53,timeout,0,0
lake,0.0,1.0,54,timeout,0,0
lake,0.0,1.0,55,timeout,0,0
lake,0.0,1.0,56,timeout,0,0
lake,0.0,1.0,57,timeout,0,0
lake,0.0,1.0,58,timeout,0,0
lake,0.0,1.0,59,timeout,0,0
lake,0.0,2.0,0,timeout,0,0
lake,0.0,2.0,1,timeout,0,0
lake,0.0,2.0,2,timeout,0,0
lake,0.0,2.0,3,timeout,0,0
lake,0.0,2.0,4,timeout,0,0
lake,0.0,2.0,5,timeout,0,0
lake,0.0,2.0,6,timeout,0,0
lake,0.0,2.0,7,timeout,0,0
lake,0.0,2.0,8,timeout,0,0
lake,0.0,2.0,9,timeout,0,0
lake,0.0,2.0,10,timeout,0,0
lake,0.0,2.0,11,timeout,0,0
lake,0.0,2.0,12,timeout,0,0
lake,0.0,2.0,13,timeout,0,0
lake,0.0,2.0,14,timeout,0,0
lake,0.0,2.0,15,timeout,0,0
lake,0.0,2.0,16,timeout,0,0
lake,0.0,2.0,17,timeout,0,0
lake,0.0,2.0,18,timeout,0,0
lake,0.0,2.0,19,timeout,0,0
lake,0.0,2.0,20,timeout,0,0
lake,0.0,2.0,21,timeout,0,0
lake,0.0,2.0,22,timeout,0,0
lake,0.0,2.0,23,timeout,0,0
lake,0.0,2.0,24,timeout,0,0
lake,0.0,2.0,25,timeout,0,0
lake,0.0,2.0,26,timeout,0,0
lake,0.0,2.0,27,timeout,0,0
lake,0.0,2.0,28,timeout,0,0
lake,0.0,2.0,29,timeout,0,0
lake,0.0,2.0,30,timeout,0,0
lake,0.0,2.0,31,timeout,0,0
lake,0.0,2.0,32,timeout,0,0
lake,0.0,2.0,33,timeout,0,0
lake,0.0,2.0,34,timeout,0,0
lake,0.0,2.0,35,timeout,0,0
lake,0.0,2.0,36,timeout,0,0
lake,0.0,2.0,37,timeout,0,0
lake,0.0,2.0,38,timeout,0,0
lake,0.0,2.0,39,timeout,0,0
lake,0.0,2.0,40,timeout,0,0
lake,0.0,2.0,41,timeout,0,0
lake,0.0,2.0,42,timeout,0,0
lake,0.0,2.0,43,timeout,0,0
lake,0.0,2.0,44,timeout,0,0
lake,0.0,2.0,45,timeout,0,0
lake,0.0,2.0,46,timeout,0,0
lake,0.0,2.0,47,timeout,0,0
lake,0.0,2.0,48,timeout,0,0
lake,0.0,2.0,49,timeout,0,0
lake,0.0,2.0,50,timeout,0,0
lake,0.0,2.0,51,timeout,0,0
lake,0.0,2.0,52,timeout,0,0
lake,0.0,2.0,53,timeout,0,0
lake,0.0,2.0,54,timeout,0,0
lake,0.0,2.0,55,timeout,0,0
lake,0.0,2.0,56,timeout,0,0
lake,0.0,2.0,57,timeout,0,0
lake,0.0,2.0,58,timeout,0,0
lake,0.0,2.0,59,timeout,0,0
lake,0.25,0.0,0,lava,1,0
lake,0.25,0.0,1,lava,1,0
lake,0.25,0.0,2,lava,1,0
lake,0.25,0.0,3,lava,1,0
lake,0.25,0.0,4,lava,1,0
lake,0.25,0.0,5,lava,1,0
lake,0.25,0.0,6,lava,1,0
lake,0.25,0.0,7,lava,1,0
lake,0.25,0.0,8,lava,1,0
lake,0.25,0.0,9,lava,1,0
lake,0.25,0.0,10,lava,1,0
lake,0.25,0.0,11,lava,1,0
lake,0.25,0.0,12,lava,1,0
lake,0.25,0.0,13,lava,1,0
lake,0.25,0.0,14,lava,1,0
lake,0.25,0.0,15,lava,1,0
lake,0.25,0.0,16,lava,1,0
lake,0.25,0.0,17,lava,1,0
lake,0.25,0.0,18,lava,1,0
lake,0.25,0.0,19,lava,1,0
lake,0.25,0.0,20,lava,1,0
lake,0.25,0.0,21,lava,1,0
lake,0.25,0.0,22,lava,1,0
lake,0.25,0.0,23,lava,1,0
lake,0.25,0.0,24,lava,1,0
lake,0.25,0.0,25,lava,1,0
lake,0.25,0.0,26,lava,1,0
lake,0.25,0.0,27,lava,1,0
lake,0.25,0.0,28,lava,1,0
lake,0.25,0.0,29,lava,1,0
lake,0.25,0.0,30,lava,1,0
lake,0.25,0.0,31,lava,1,0
lake,0.25,0.0,32,lava,1,0
lake,0.25,0.0,33,lava,1,0
lake,0.25,0.0,34,lava,1,0
lake,0.25,0.0,35,lava,1,0
lake,0.25,0.0,36,lava,1,0
lake,0.25,0.0,37,lava,1,0
lake,0.25,0.0,38,lava,1,0
lake,0.25,0.0,39,lava,1,0
lake,0.25,0.0,40,lava,1,0
lake,0.25,0.0,41,lava,1,0
lake,0.25,0.0,42,lava,1,0
lake,0.25,0.0,43,lava,1,0
lake,0.25,0.0,44,lava,1,0
lake,0.25,0.0,45,lava,1,0
lake,0.25,0.0,46,lava,1,0
lake,0.25,0.0,47,lava,1,0
lake,0.25,0.0,48,lava,1,0
lake,0.25,0.0,49,lava,1,0
lake,0.25,0.0,50,lava,1,0
lake,0.25,0.0,51,lava,1,0
lake,0.25,0.0,52,lava,1,0
lake,0.25,0.0,53,lava,1,0
lake,0.25,0.0,54,lava,1,0
lake,0.25,0.0,55,lava,1,0
lake,0.25,0.0,56,lava,1,0
lake,0.25,0.0,57,lava,1,0
lake,0.25,0.0,58,lava,1,0
lake,0.25,0.0,59,lava,1,0
lake,0.25,0.5,0,lava,1,0
lake,0.25,0.5,1,lava,1,0
lake,0.25,0.5,2,lava,1,0
lake,0.25,0.5,3,lava,1,0
lake,0.25,0.5,4,lava,1,0
lake,0.25,0.5,5,lava,1,0
lake,0.25,0.5,6,lava,1,0
lake,0.25,0.5,7,lava,1,0
lake,0.25,0.5,8,lava,1,0
lake,0.25,0.5,9,lava,1,0
lake,0.25,0.5,10,lava,1,0
lake,0.25,0.5,11,lava,1,0
lake,0.25,0.5,12,lava,1,0
lake,0.25,0.5,13,lava,1,0
lake,0.25,0.5,14,lava,1,0
lake,0.25,0.5,15,lava,1,0
lake,0.25,0.5,16,lava,1,0
lake,0.25,0.5,17,goal,0,1
lake,0.25,0.5,18,goal,0,1
lake,0.25,0.5,19,lava,1,0
lake,0.25,0.5,20,lava,1,0
lake,0.25,0.5,21,lava,1,0
lake,0.25,0.5,22,lava,1,0
lake,0.25,0.5,23,lava,1,0
lake,0.25,0.5,24,lava,1,0
lake,0.25,0.5,25,lava,1,0
lake,0.25,0.5,26,lava,1,0
lake,0.25,0.5,27,lava,1,0
lake,0.25,0.5,28,lava,1,0
lake,0.25,0.5,29,lava,1,0
lake,0.25,0.5,30,lava,1,0
lake,0.25,0.5,31,lava,1,0
lake,0.25,0.5,32,lava,1,0
lake,0.25,0.5,33,lava,1,0
lake,0.25,0.5,34,lava,1,0
lake,0.25,0.5,35,lava,1,0
lake,0.25,0.5,36,lava,1,0
lake,0.25,0.5,37,lava,1,0
lake,0.25,0.5,38,lava,1,0
lake,0.25,0.5,39,lava,1,0
lake,0.25,0.5,40,lava,1,0
lake,0.25,0.5,41,lava,1,0
lake,0.25,0.5,42,lava,1,0
lake,0.25,0.5,43,lava,1,0
lake,0.25,0.5,44,lava,1,0
lake,0.25,0.5,45,goal,0,1
lake,0.25,0.5,46,lava,1,0
lake,0.25,0.5,47,lava,1,0
lake,0.25,0.5,48,lava,1,0
lake,0.25,0.5,49,lava,1,0
lake,0.25,0.5,50,goal,0,1
lake,0.25,0.5,51,lava,1,0
lake,0.25,0.5,52,lava,1,0
lake,0.25,0.5,53,lava,1,0
lake,0.25,0.5,54,lava,1,0
lake,0.25,0.5,55,goal,0,1
lake,0.25,0.5,56,lava,1,0
lake,0.25,0.5,57,lava,1,0
lake,0.25,0.5,58,lava,1,0
lake,0.25,0.5,59,lava,1,0
lake,0.25,1.0,0,timeout,0,0
lake,0.25,1.0,1,timeout,0,0
lake,0.25,1.0,2,timeout,0,0
lake,0.25,1.0,3,goal,0,1
lake,0.25,1.0,4,timeout,0,0
lake,0.25,1.0,5,timeout,0,0
lake,0.25,1.0,6,goal,0,1
lake,0.25,1.0,7,timeout,0,0
lake,0.25,1.0,8,lava,1,0
lake,0.25,1.0,9,timeout,0,0
lake,0.25,1.0,10,timeout,0,0
lake,0.25,1.0,11,goal,0,1
lake,0.25,1.0,12,goal,0,1
lake,0.25,1.0,13,timeout,0,0
lake,0.25,1.0,14,goal,0,1
lake,0.25,1.0,15,timeout,0,0
lake,0.25,1.0,16,timeout,0,0
lake,0.25,1.0,17,timeout,0,0
lake,0.25,1.0,18,timeout,0,0
lake,0.25,1.0,19,goal,0,1
lake,0.25,1.0,20,timeout,0,0
lake,0.25,1.0,21,goal,0,1
lake,0.25,1.0,22,goal,0,1
lake,0.25,1.0,23,timeout,0,0
lake,0.25,1.0,24,timeout,0,0
lake,0.25,1.0,25,timeout,0,0
lake,0.25,1.0,26,timeout,0,0
lake,0.25,1.0,27,timeout,0,0
lake,0.25,1.0,28,goal,0,1
lake,0.25,1.0,29,goal,0,1
lake,0.25,1.0,30,timeout,0,0
lake,0.25,1.0,31,timeout,0,0
lake,0.25,1.0,32,timeout,0,0
lake,0.25,1.0,33,goal,0,1
lake,0.25,1.0,34,timeout,0,0
lake,0.25,1.0,35,timeout,0,0
lake,0.25,1.0,36,timeout,0,0
lake,0.25,1.0,37,timeout,0,0
lake,0.25,1.0,38,goal,0,1
lake,0.25,1.0,39,goal,0,1
lake,0.25,1.0,40,timeout,0,0
lake,0.25,1.0,41,goal,0,1
lake,0.25,1.0,42,timeout,0,0
lake,0.25,1.0,43,timeout,0,0
lake,0.25,1.0,44,timeout,0,0
lake,0.25,1.0,45,goal,0,1
lake,0.25,1.0,46,goal,0,1
lake,0.25,1.0,47,timeout,0,0
lake,0.25,1.0,48,timeout,0,0
lake,0.25,1.0,49,timeout,0,0
lake,0.25,1.0,50,timeout,0,0
lake,0.25,1.0,51,timeout,0,0
lake,0.25,1.0,52,timeout,0,0
